Area Type,Area,Year,Quarter,Ownership,NAICS,NAICS Title,Establishments,Month 1 Employment,Month 2 Employment,Month 3 Employment,Total Wage                                                                                                                       
County,Greene County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,89,1030,1040,1055,6781774
County,Jefferson County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,266,6675,6733,6761,52238053
County,Madison County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,147,2787,2786,2806,18811215
County,Montgomery County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,136,3718,3721,3777,28619572
County,Oneida County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,578,19708,19796,20000,148418061
County,Orleans County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,77,1423,1430,1439,7611133
County,Otsego County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,156,4838,4880,4978,41761882
County,Schoharie County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,52,1073,1071,1094,5356447
County,Tioga County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,88,956,962,954,5311780
County,Warren County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,230,5748,5766,5804,50107345
County,Wayne County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,156,2579,2576,2609,14066506
County,Yates County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,45,889,895,892,5552865
County,Chautauqua County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,309,7677,7681,7599,51765139
County,Cortland County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,108,2403,2426,2455,17144824
County,Essex County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,96,1778,1784,1728,11555880
County,Greene County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,88,995,1003,1029,7158980
County,Madison County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,148,2859,2840,2833,20656890
County,Montgomery County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,137,3832,3857,3758,26973102
County,Oneida County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,571,19976,20004,19991,154602643
County,Orleans County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,78,1424,1422,1429,7363751
County,Otsego County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,159,4988,4968,4938,47672510
County,Schoharie County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,52,1035,1052,1073,5784493
County,Tioga County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,88,918,943,936,5402852
County,Warren County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,233,5840,5825,5882,48613304
County,Wayne County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,155,2581,2557,2574,14753970
County,Yates County,2004,3,"Total, All Ownerships",62,Health Care and Social Assistance,45,891,905,891,4987503
County,Chautauqua County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,309,7749,7730,7809,55730388
County,Essex County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,96,1737,1747,1780,12201260
County,Greene County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,85,1039,1044,1020,8634055
County,Madison County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,148,2811,2784,2812,22127478
County,Montgomery County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,138,3764,3765,3836,32717043
County,Orleans County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,78,1437,1435,1430,8169418
County,Otsego County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,159,5000,5040,5052,44031867
County,Schoharie County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,51,1080,1092,1100,6313245
County,Schuyler County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,35,727,746,743,5291118
County,Tioga County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,87,943,940,958,5835296
County,Warren County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,231,5868,5939,5924,53939784
County,Wayne County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,156,2506,2518,2529,15288177
County,Yates County,2004,4,"Total, All Ownerships",62,Health Care and Social Assistance,45,908,900,906,5746635
County,Chautauqua County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,299,7573,7518,7527,45868389
County,Cortland County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,111,2407,2395,2408,16540216
County,Essex County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,94,1712,1709,1732,10228357
County,Greene County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,78,1073,1059,1021,6394356
County,Madison County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,141,2642,2651,2650,16525213
County,Montgomery County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,137,3793,3781,3791,24121449
County,Oneida County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,548,19592,19586,19674,140449969
County,Orleans County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,72,1380,1396,1390,7075068
County,Otsego County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,156,4808,4821,4878,39958557
County,Schoharie County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,53,1030,1047,1041,5025601
County,St. Lawrence County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,264,5936,5922,5956,40961184
County,Tioga County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,86,964,976,973,4847033
County,Warren County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,223,5328,5303,5307,40659694
County,Wayne County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,155,2549,2551,2579,13534567
County,Yates County,2003,1,"Total, All Ownerships",62,Health Care and Social Assistance,48,881,877,898,4761940
County,Chautauqua County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,300,7468,7604,7658,49838951
County,Cortland County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,111,2372,2389,2377,18338308
County,Essex County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,95,1728,1741,1751,10033816
County,Greene County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,78,998,1035,1047,6563047
County,Madison County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,140,2621,2638,2610,18310440
County,Montgomery County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,137,3791,3824,3816,27340804
County,Oneida County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,561,19534,19717,19876,145297057
County,Orleans County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,74,1368,1404,1368,7266198
County,Otsego County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,155,4871,4856,4909,40043928
County,Schoharie County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,51,1015,1028,1026,5012197
County,Tioga County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,85,995,1001,993,4916951
County,Warren County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,224,5394,5433,5510,44371419
County,Yates County,2003,2,"Total, All Ownerships",62,Health Care and Social Assistance,48,901,893,883,5424968
County,Chautauqua County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,301,7603,7597,7467,48260415
County,Cortland County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,110,2368,2395,2407,17653036
County,Essex County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,96,1759,1764,1723,10521422
County,Greene County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,81,1048,1067,1079,6383160
County,Madison County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,142,2659,2701,2679,18879416
County,Montgomery County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,135,3845,3848,3697,24916491
County,Oneida County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,559,19734,19826,19799,146140749
County,Orleans County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,73,1403,1353,1372,7440477
County,Otsego County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,154,4899,4871,4905,45500629
County,Schoharie County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,51,958,977,1003,5323652
County,Tioga County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,86,973,1012,1015,5037812
County,Warren County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,226,5448,5484,5522,44383034
County,Wayne County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,158,2496,2514,2537,14291316
County,Yates County,2003,3,"Total, All Ownerships",62,Health Care and Social Assistance,48,932,989,913,4996599
County,Chautauqua County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,302,7657,7738,7798,54972704
County,Cortland County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,112,2362,2417,2422,19880420
County,Essex County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,96,1712,1712,1728,11045904
County,Greene County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,81,1074,1096,1095,8016302
County,Montgomery County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,138,3735,3745,3810,29554456
County,Orleans County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,73,1410,1395,1391,7734744
County,Otsego County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,155,4876,4902,4869,41534224
County,Schoharie County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,52,1011,1009,1006,5625890
County,St. Lawrence County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,259,5983,5967,6029,45958687
County,Tioga County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,84,993,980,997,5390833
County,Warren County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,224,5592,5652,5680,49265253
County,Wayne County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,159,2490,2447,2459,14466988
County,Yates County,2003,4,"Total, All Ownerships",62,Health Care and Social Assistance,49,942,938,922,5840809
County,Chautauqua County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,297,7060,7092,7120,42000618
County,Cortland County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,113,2348,2383,2404,14335741
County,Essex County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,93,1651,1643,1640,8948875
County,Madison County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,137,2651,2610,2624,15805447
County,Oneida County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,547,18859,18872,18893,135467130
County,Orleans County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,76,1375,1395,1392,7296672
County,Otsego County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,148,4580,4600,4653,37221401
County,Schoharie County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,48,947,933,942,4676140
County,St. Lawrence County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,271,5919,5901,5909,38364435
County,Tioga County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,86,1054,1056,1064,4730260
County,Warren County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,228,5063,5079,5106,37560623
County,Yates County,2002,1,"Total, All Ownerships",62,Health Care and Social Assistance,49,861,856,865,4435751
County,Chautauqua County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,298,7117,7161,7205,45563895
County,Essex County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,93,1629,1650,1676,8870362
County,Greene County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,76,962,967,961,6013795
County,Madison County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,136,2597,2649,2653,17187103
County,Montgomery County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,135,3295,3305,3316,22478231
County,Orleans County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,75,1403,1389,1401,7247982
County,Otsego County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,148,4617,4637,4706,37603653
County,Schoharie County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,49,923,932,934,4728673
County,St. Lawrence County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,272,6009,6011,6053,39160470
County,Tioga County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,87,1041,1050,1044,4837236
County,Warren County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,228,5091,5109,5098,41271192
County,Yates County,2002,2,"Total, All Ownerships",62,Health Care and Social Assistance,49,854,862,855,5069741
County,Chautauqua County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,300,7151,7245,7288,45183939
County,Cortland County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,116,2368,2414,2426,15036487
County,Essex County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,94,1667,1710,1647,9444259
County,Madison County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,140,2622,2682,2692,17019786
County,Montgomery County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,134,3848,3860,3685,24076474
County,Oneida County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,549,19231,19418,19107,141624345
County,Orleans County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,78,1402,1375,1389,7584138
County,Otsego County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,153,4730,4700,4676,44403529
County,Schoharie County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,52,928,929,959,4775659
County,Tioga County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,89,1001,993,1004,4799747
County,Warren County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,227,5102,5161,5203,41374360
County,Washington County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,95,1365,1385,1451,8768016
County,Yates County,2002,3,"Total, All Ownerships",62,Health Care and Social Assistance,47,884,927,868,4657221
County,Chautauqua County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,303,7345,7377,7377,49772583
County,Cortland County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,114,2399,2400,2410,18180460
County,Essex County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,91,1628,1631,1659,9776917
County,Greene County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,73,1000,995,1009,7123570
County,Madison County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,142,2654,2652,2648,20400675
County,Montgomery County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,135,3670,3692,3717,27325896
County,Oneida County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,547,19552,19632,19713,155737030
County,Orleans County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,77,1366,1372,1412,8259526
County,Otsego County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,154,4729,4773,4804,40160058
County,Schoharie County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,54,984,1001,982,5079909
County,St. Lawrence County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,271,6125,6119,6168,42685421
County,Tioga County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,88,1021,1015,1025,5029087
County,Warren County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,224,5191,5249,5266,46745167
County,Yates County,2002,4,"Total, All Ownerships",62,Health Care and Social Assistance,47,886,897,894,5437203
County,Broome County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,425,14123,14158,14358,105419606
County,Chautauqua County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,307,7004,7018,6989,39914539
County,Cortland County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,114,2387,2320,2400,14287160
County,Essex County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,93,1612,1627,1621,8869035
County,Greene County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,75,966,939,949,5491157
County,Herkimer County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,94,2331,2301,2276,10311911
County,Madison County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,121,2855,2858,2847,15001648
County,Montgomery County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,136,3264,3274,3308,18720892
County,Oneida County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,541,18307,18308,18261,133473362
County,Orleans County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,76,1333,1339,1366,6998687
County,Otsego County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,143,4521,4516,4551,34696451
County,Schoharie County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,52,918,918,924,4458985
County,Schuyler County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,30,745,750,744,4349366
County,St. Lawrence County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,264,5649,5606,5637,35081857
County,Tioga County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,83,1008,1017,1038,4627956
County,Warren County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,226,4938,4947,4965,35559381
County,Yates County,2001,1,"Total, All Ownerships",62,Health Care and Social Assistance,50,877,872,892,4470575
County,Broome County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,428,14295,14309,14483,107177487
County,Chautauqua County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,301,7183,7229,7203,43434614
County,Cortland County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,115,2412,2390,2426,14888364
County,Essex County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,93,1616,1615,1666,8862448
County,Greene County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,75,985,991,985,5667545
County,Herkimer County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,91,2287,2247,2252,9962689
County,Montgomery County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,137,3352,3350,3385,21459040
County,Oneida County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,541,18417,18395,18547,132257962
County,Orleans County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,76,1370,1371,1378,7299642
County,Otsego County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,143,4491,4512,4568,37486547
County,Schoharie County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,50,930,944,925,4412614
County,Schuyler County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,30,711,738,747,3953355
County,Tioga County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,84,1060,1079,1095,4817312
County,Warren County,2001,2,"Total, All Ownerships",62,Health Care and Social Assistance,223,4955,4990,5026,38678469
County,Chautauqua County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,304,7053,7170,7072,41420033
County,Cortland County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,115,2437,2433,2467,14683322
County,Essex County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,93,1710,1692,1636,9478135
County,Greene County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,77,976,972,1016,5632307
County,Madison County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,119,2907,2905,2856,16338508
County,Montgomery County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,140,3421,3472,3302,19668338
County,Oneida County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,558,18706,18886,18561,137079545
County,Orleans County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,77,1406,1381,1396,7928005
County,Otsego County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,143,4580,4556,4593,37907262
County,Schoharie County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,51,912,918,941,4852542
County,Tioga County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,87,1045,1059,1035,4794826
County,Warren County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,226,4970,5016,5049,38276800
County,Washington County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,93,1588,1629,1686,10311769
County,Yates County,2001,3,"Total, All Ownerships",62,Health Care and Social Assistance,50,909,941,855,4769278
County,Broome County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,424,14409,14361,14449,118608059
County,Chautauqua County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,299,7033,7069,7114,46866350
County,Cortland County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,113,2396,2389,2398,15790858
County,Essex County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,92,1635,1623,1631,9717967
County,Greene County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,76,1006,1024,1016,6726734
County,Madison County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,122,2856,2912,2855,17808924
County,Montgomery County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,140,3357,3359,3326,22420847
County,Otsego County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,146,4547,4574,4642,37989439
County,Schoharie County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,50,934,942,932,4983874
County,Tioga County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,85,1065,1085,1089,5134309
County,Warren County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,225,5040,5087,5072,42659360
County,Yates County,2001,4,"Total, All Ownerships",62,Health Care and Social Assistance,49,857,853,853,5222048
County,Broome County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,425,13690,13816,13806,98947257
County,Cortland County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,109,2418,2427,2415,13921645
County,Essex County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,93,1625,1623,1638,8477735
County,Greene County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,78,964,956,974,5328929
County,Herkimer County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,94,2222,2219,2184,10169437
County,Madison County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,119,2852,2843,2874,14195688
County,Montgomery County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,137,3595,3575,3593,20840851
County,Otsego County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,139,4450,4482,4521,33541275
County,Schoharie County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,53,907,914,917,4238961
County,Tioga County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,79,994,1003,1018,4455485
County,Warren County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,224,4789,4779,4874,32908435
County,Yates County,2000,1,"Total, All Ownerships",62,Health Care and Social Assistance,47,871,864,870,4136968
County,Broome County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,424,13968,13902,14055,104205604
County,Chautauqua County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,308,6979,7031,7041,40019041
County,Cortland County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,108,2216,2188,2224,12931818
County,Essex County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,93,1632,1649,1669,8606033
County,Greene County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,77,985,976,977,5442593
County,Herkimer County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,93,2212,2230,2216,9997224
County,Madison County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,121,2901,2905,2934,16098728
County,Montgomery County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,138,3553,3577,3589,22761273
County,Oneida County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,541,17915,17929,17980,121761932
County,Orleans County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,76,1336,1299,1325,6705764
County,Otsego County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,139,4482,4462,4479,36190440
County,Schoharie County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,52,901,910,903,4181754
County,St. Lawrence County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,262,5494,5539,5553,33933643
County,Tioga County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,79,1014,1006,1020,4500776
County,Warren County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,223,4844,4803,4863,35650001
County,Yates County,2000,2,"Total, All Ownerships",62,Health Care and Social Assistance,49,855,874,860,4933026
County,Broome County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,422,13991,14124,14021,109640605
County,Chautauqua County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,309,7067,7062,6987,39721221
County,Cortland County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,108,2223,2206,2210,13294432
County,Essex County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,93,1668,1662,1663,9112791
County,Greene County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,79,936,940,988,5441547
County,Madison County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,122,2901,2939,2895,15688050
County,Montgomery County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,137,3768,3790,3576,21765032
County,Orleans County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,77,1344,1343,1365,7256490
County,Otsego County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,140,4402,4417,4574,36943694
County,Schoharie County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,53,886,892,896,4537160
County,Tioga County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,81,975,979,998,4453561
County,Warren County,2000,3,"Total, All Ownerships",62,Health Care and Social Assistance,223,4739,4747,4815,37566747
County,Broome County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,421,13944,13949,13956,110964261
County,Chautauqua County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,304,6878,6853,6906,44853927
County,Cortland County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,113,2386,2373,2366,15912574
County,Essex County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,1645,1643,1642,9315583
County,Greene County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,76,947,956,939,6158031
County,Hamilton County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,8,36,39,40,167105
County,Herkimer County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,2405,2334,2363,11058011
County,Madison County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,120,2896,2862,2919,16059200
County,Montgomery County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,134,3660,3668,3694,23647893
County,Oneida County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,547,18344,18423,18542,141773101
County,Orleans County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,77,1332,1349,1361,7738943
County,Otsego County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,143,4630,4638,4637,36739886
County,Schuyler County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,31,700,707,724,3907657
County,Tioga County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,79,1029,1051,1035,4848868
County,Warren County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,224,4849,4919,4965,39798054
County,Yates County,2000,4,"Total, All Ownerships",62,Health Care and Social Assistance,49,856,850,852,4673364
